ITEM번호	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	상점 판매가	상점에서 살 때	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
29104	Pickaxe+3	ITEM_PICK	0	2	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON	NONE	95000	95000	29105	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	40	1	48000	66	29103	0	0	0	0
29105	Pickaxe+4	ITEM_PICK	0	2	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON	NONE	100000	100000	29106	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	50	1	96000	55	29104	0	0	0	0
29106	Pickaxe+5	ITEM_PICK	0	2	NONE	NONE	WEAR_WEAPON	NONE	105000	105000	29107	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	60	1	192000	44	29105	0	0	0	0
29107	Pickaxe+6	ITEM_PICK	0	2	NONE	NONE	WEAR_WEAPON	NONE	110000	110000	29108	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	70	1	384000	33	29106	0	0	0	0
29108	Pickaxe+7	ITEM_PICK	0	2	NONE	NONE	WEAR_WEAPON	NONE	115000	115000	29109	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	80	1	768000	33	29107	0	0	0	0
29109	Pickaxe+8	ITEM_PICK	0	2	NONE	NONE	WEAR_WEAPON	NONE	120000	120000	29110	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	90	1	1536000	33	29108	0	0	0	0
29110	Pickaxe+9	ITEM_PICK	0	2	NONE	NONE	WEAR_WEAPON	NONE	125000	125000	29110	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	90	0	0	33	29109	0	0	0	0
30000	Barley	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30001	Letter	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30002	Fried Sausage	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30003	Pig Nose	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30004	Wild Boar Tooth	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30005	Piece of Broken Armour	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30006	Orc Tooth	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30007	Orc Amulet	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30008	Esoteric Primer	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30009	Unknown Medicine	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30010	Bear Gall	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30011	Ball	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30012	Wine Bottle	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30013	Liquor Jug	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30014	Yeti Fur	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30015	Demon's Keepsake	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30016	Demon's Gem	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30017	Ornamental Hairpin	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30018	Red Hairband	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30019	Flaming Mane	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30020	Peach Seed	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30021	Piece of Gem	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30022	Snake Tail	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30023	White Tiger Hide	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30024	Horsetail	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30025	Spider's Poison Sack	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30026	Wolf Intestine	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30027	Wolf Fur	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30028	Wolf Claw	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30029	Wolf Liver	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30030	Rusty Blade	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30031	Ornament	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30032	Black Uniform	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30033	Broken Porcelain	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30034	White Hairband	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30035	Face Cream	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30036	Mystic Herb	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30037	Tiger Claw	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30038	Tiger Hide	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30039	Piece of Fabric	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30040	Leaf	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30041	Shiriken	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30042	Tiger Fang	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30043	Bean	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30044	Clay	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30045	Scorpion Needle	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30046	Scorpion Tail	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30047	Curse Book	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30048	Piece of Ice	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30049	Ice Killer Whale Horn	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30050	Ice Marble	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30051	Unknown Talisman	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30052	Flag	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30053	Bear Foot Skin	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30054	Wedding Ring	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30055	Scorpion Claw	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30056	Spider Web	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30057	Spider Eyes	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30058	Spider Egg Sack	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30059	Spider Legs	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30060	Frog Tongue	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30061	Frog's Legs	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30062	Medicine Bowl	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30063	Skin Medicine	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30064	Sharp Stone	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30065	Bell	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30066	Hot Pepper	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30067	Snakeskin	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30068	Tofu Steak	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30069	Wolf Claw+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30070	Wolf Fur+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30071	Bear Gall+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30072	Bear Foot Skin+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30073	White Hairband+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30074	Black Uniform+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30075	Shiriken+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30076	Orc Amulet+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30077	Orc Tooth+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30078	Esoteric Primer+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30079	Unknown Talisman+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30080	Curse Book+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30081	Scorpion Tail+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30082	Snake Tail+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30083	Unknown Medicine+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30084	Unknown Talisman+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
30085	Piece of Fabric+	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	300	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
